parent_asin,date_first_available,title,description,filename,main_category,categories,store,average_rating,rating_number,price
B0BWXV11N5,2023-02-27,"Personalized Puerto Rico Baseball Shirt, Customized Team Name Puerto Rican Baseball Jersey, Puerto Rican Baseball for Men","- EASY TO CUSTOM HOODIE/SHIRT: Please click on “Customize now” to start designing your personalized pretty Hawaiian shirt for men women.
- PREMIUM METERIAL: Our 3D Baseball Jersey summer shirts is crafted from premium polyester blend, making it both comfortable and durable.
- HIGH-QUALITY GRAPHIC PRINT:  Specialty high definition heat-dye application that ensures long lasting color vibrancy even after machine washing. Our awesome personalized 3D Hawaiian/Beach shirts are the perfect gift for any occasion.
- PERFECT PERSONALIZED 3D SHIRT GIFTS FOR PUERTO RICO : Gift your  dad, mom, grandpa, grandma, son, daughter, friends a surprise with this special high-quality and well-designed personalized t shirt. These gifts sure will help tighten your relationship and convey your love to your special one on PUERTO RICO .
-  A perfect unique Beach day/pool party/summer Baseball Jersey shirt for women, men, kids, teens, boys, girls, wife, girlfriend, her, husband, boyfriend, him, dog and cat lovers, baby, nursery, grandma grandpa, dad mom, boyfriend girlfriend, aunt uncle, sister brother, husband, wife, veteran soldier, Christians, LGBT, golfer, fishermen, American patriot.
- Gift for Special occasion? We got it! Wedding and bridal shower, birthday, anniversary, Valentines Day, Mothers Day, Fathers Day, graduation, baby shower, Veterans, Memorial Day, Martin Luther King Day, Black History Month, 4th of July, housewarming and gag gifts. This is a gift for your teachers, classmates, friends, family, etc.
- MADE IN USA – FAST SHIPPING: All our customized 3d all over printed Hawaiian aloha shirts are made in the USA and fast shipping from warehouses across country
- CARE INSTRUCTIONS: Machine washable (We suggest you wash inside out for a longer lasting print)
- 100% SATISFACTION GUARANTEE: If you're not happy with your product, feel free to contact us, we will give you the best solution within 24 hours.
✔✔Check our store for more amazing designs .",meta_Sports_and_Outdoors,AMAZON FASHION,"['Sports & Outdoors', 'Fan Shop', 'Clothing', 'Jerseys']",Generic,4.4,11.0,25.99
B008HC4OPK,2023-01-18,Naturalizer Women's Hanover Boat Shoe,"Naturalizer was one of the first shoe brands that women could turn to for the feminine style they coveted and the comfort they thought was impossible to attain. Naturalizer's fresh, unpretentious designs are a smooth fit with your wardrobe, your life and your own unique style. Naturalizer promises style that makes you look good and feel good - always.",meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Loafers & Slip-Ons']",Naturalizer,4.3,242.0,
B016YZF9H8,2023-07-24,14k Yellow Gold Polished Hummingbird Pendant Necklace Jewelry Gifts for Women,14k Yellow Gold Polished Hummingbird Pendant - in 14k Yellow Gold - JewelryWeb Style: QTP288398NC - FREE gift-ready jewelry box - This Item Does Not Ship With a ChainFinish: PolishedFeature: SolidEngravable: Not Recommended,meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Necklaces', 'Pendant Necklaces']",JewelryWeb,5.0,1.0,186.0
B0BV3BSBQ9,2023-02-07,"Guitar Chord Scale Reference Chart Poster Circle Of Fifths Wheel Canvas for Guitar Lover Beginner Educational Music Wall Art Theory Learn Electric Guitar 40""x24""","The guitar chord posters can be used in a variety of settings, including: Music Studios: Hang the poster in your music studio to help you learn and practice your chords, or use it as a reference while writing music.",meta_Musical_Instruments,Musical Instruments,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Tools']",HYUOEP,4.2,26.0,15.99
B0CDQVW2GS,2023-08-04,Nike Tiempo Legend 5 FG,Tiempo Legend 5 FG,meta_Clothing_Shoes_and_Jewelry,,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Athletic', 'Team Sports', 'Soccer']",Nike,3.0,1.0,
B0C5N4CJG1,2023-05-18,Aolapo Flint Tropics Jersey Moon 33 Basketball Jerseys for Men S-XXXL,Aolapo Flint Tropics Jersey Moon 33 Basketball Jerseys for Men S-XXXL,meta_Sports_and_Outdoors,AMAZON FASHION,"['Sports & Outdoors', 'Fan Shop', 'Clothing', 'Jerseys']",Aolapo,4.5,645.0,18.99
B086RRHVDB,2023-03-22,StarTech.com 6U Wall Mount Network Cabinet w/Lockable Door and Fan for 19in Server Room & com 1U Server Rack Shelf - Universal Vented Rack Mount Cantilever Tray,"StarTech.com 6U Wall Mount Network Cabinet w/ Lockable Door and Fan for 19in Server Room, AV & Data Equipment - 14.7in Deep - 100 lb capacity (RK619WALL)Shipping Depth: 26.8 Shipping Height: 17.9 Shipping Width: 18.6 Master Pack Qty: 1 General Information Manufacturer: StarTech.com Manufacturer Part Number: RK619WALL Brand Name: StarTech.com Product Name: 6U 19 Wall Mount Server Rack Cabinet Acrylic Door Marketing Information: Easily fasten your network and telecom equipment to a wall with this sturdy, lockable wall mount 6U server rack The StarTech.com RK619WALL Wall Mounted 6U Server Rack/Cabinet can be fastened to most types of walls and features a sturdy, compact design that can be positioned almost anywhere without wasting valuable floor space. This equipment rack offers 6U of storage space and is designed to accommodate 19-inch (wide) servers, networking and telecom equipment. The rack features a 12cm fan, with ventilation positioned above and below the front panel glass door, helping to keep dust out of the rack while ensuring a cool operating environment for your valuable equipment. To ensure optimum security and prevent tampering with the enclosed equipment, the cabinet/rack features a lockable, smoked acrylic front door that can be removed entirely or installed to open to the left or right as needed. Product Type: Rack Cabinet Physical Characteristics Material: Steel Height: 13.0 Width: 22.0 Depth: 15.8 Form Factor: 19 6U Weight (Approximate): 23.21 lb Miscellaneous Package Contents: 6U 19 Wall Mount Server Rack Cabinet Acrylic Door 1 x Set of keys 20 x Cabinet Screw 20 x Cage Nut Warranty Standard Warranty: 2 YeaStarTech.com 1U Server Rack Shelf - Universal Vented Rack Mount Cantilever Tray for 19"" Network Equipment Rack & Cabinet - Heavy Duty Steel - Weight Capacity 50lb/23kg - 10"" Deep, Black (CABSHELFV1U)The 1U vented server rack mount shelf is 10in deep and lets you add a compact, 1U shelf to almost any standard 19in EIA-310 compliant server rack or cabinet with front mount options. It’s versatile design ensures it works great for all your computer, AV, network, studio and data equipment needs; perfect for IT and business professional alike. This vented cantilever tray helps to improve air flow and lower temperatures in the rack, ultimately helping to extend the life of your equipment and keep it safe. Constructed using SPCC commercial grade cold-rolled steel, this durable fixed rack shelf can hold up to 44 lbs (20 kilogram) of equipment - a perfect solution for storing small, non rack mount equipment, tools, peripherals or accessories in your rack or cabinet to keep them readily accessible. The rugged steel construction holds up to even the harshest industrial environments, helping to keep your equipment safe. This 1U vented rack tray shelf is backed by a lifetime warranty and free lifetime technical support.",meta_Electronics,All Electronics,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Racks & Cabinets']",StarTech,4.5,82.0,
B0BWRTQ7L1,2023-02-24,"VANCIKI Computer Desk 47 x 24 Inches - Modern Simple Style Study Writing Workstation with Thicken Table Top for Home Office, Easy Assembly, Rustic Brown","Looking for a sturdy and reliable computer desk that can accommodate all your work essentials and offer superior comfort?  Look no further than our computer desk. With its thicken tabletop and anti-rust stable steel frame, this desk is the perfect blend of style, comfort, and functionality. Here are some advantanges of this large computer desk: *The anti-slip leg pads enables you to adjust the height of feet to avoid the uneven due to the floor gap. *The thicken tabletop is spacious enough to hold all your work essentials and is easy to clean. *Anti-rust stable steel frame ensures long-lasting durability and stability. *Smooth edges prevent accidental injuries and scratches. *X connection design enhances stability and ensures a secure fit between the table and the frame. But that's not all – our computer desk also includes a number of features designed to make your life easier. From the adjustable feet that keep the desk level on uneven floors to the easy-to-follow instructions that make assembly a breeze, this desk is truly designed with your needs in mind. So why wait? Whether you're looking to upgrade your home office or simply need a stylish and functional desk for your apartment or dorm room, our computer desk is the perfect choice.",meta_Home_and_Kitchen,Amazon Home,"['Home & Kitchen', 'Furniture', 'Home Office Furniture', 'Home Office Desks']",VANCIKI,4.4,10.0,
B0C3TK47PP,2023-04-28,"Nerunsa Smart Watch for Men Women, Fitness Tracker Grey","Smart Watch for Men Women, Fitness Tracker Grey",meta_Electronics,Camera & Photo,"['Electronics', 'Wearable Technology', 'Smartwatches']",Nerunsa,4.8,78.0,
B0BVBZMVR6,2023-02-09,"Dog Scratch Pad - Anti-Slip Wooden Dog Nail Scratch Board, Safe and Effective for Trimming Your Pet's Own Nails & Replacing Nail Clippers for Dogs","This dog nail scratch board is a nice alternative to nail clipping, which are friendly to those dogs worried about nail trimming. The dog nail grinder with nail file is designed with safety stop blade to prevent over clipping and smooth your boy or girl dog's nail. This set of grooming tool for pets is ideal for claw care, which is an ideal gift for your family, friends, neighbors, colleagues with pets.",meta_Pet_Supplies,Pet Supplies,"['Pet Supplies', 'Cats', 'Beds & Furniture', 'Scratching Pads']",Generic,3.8,3.0,
B0CCHQ3SL8,2023-01-06,Purina Friskies Playfuls With Salmon and Shrimp Flavor Cat Treats - (10) 2.1 oz. Pouches,"See what happens when playtime meets treat time (and vice versa) by introducing your cat to Purina Friskies Playfuls With Salmon and Shrimp Flavor treats for cats. These Salmon cat treats with shrimp flavor feature a fun, unique shape that is easy to toss, roll and spin, letting your cat play and pounce before devouring. Crafted with an appetizing crunchy texture, these Purina Friskies treats for cats will stimulate your feline friend’s tastebuds with a dual protein taste that includes real salmon as the first ingredient and a shrimp flavor they can’t resist. These irresistible Purina Friskies cat treats put a unique spin on treating for a fun-filled way for you and your cat to share a moment together. Get the attention of even the pickiest eaters and bond with them like never before by introducing them to the delicious and fun phenomenon known as Purina Friskies Playfuls treats for cats today.",meta_Pet_Supplies,Pet Supplies,"['Pet Supplies', 'Cats', 'Treats', 'Snacks', 'Crunchy Treats']",Friskies,4.4,77.0,18.0
B0BRSY985J,2023-02-08,"Garage Safety Sensors Kit, 41A5034 G801CB-P Garage Openers Liftmaster Chamberlain Replacement, Garage Door Opener for Liftmaster, Chamberlain, Sears (1 Door)","The sending sensor (with an amber LED) transmits an invisible light beam to the receiving sensor (with a green LED). If an obstruction breaks the light beam while the door is closing, the door will stop and reverse to the full open position, and the garage door opener lights will flash 10 times.
The
41A5304
safety sensor
connects an invisible ray at the left and right ends of the garage door. When there are people or objects at the garage door, the ray is blocked, and your garage door cannot be closed at this time to protect your personal or property safety.
Garage Door Opener Safety Beam Kit
Replacement Models: G801CB-P, 2610459, 012381050345, 041A5034.Be sure disconnect the power from door openers before installing the safety reversing sensor.The sensor beam must install not higher than 6 inch (15cm) above the garage door.
If you have any questions about the use or purchase, please communicate with us and our professional after-sales team will respond to your questions and provide you with suitable solutions until the problem is solved.",meta_Tools_and_Home_Improvement,Tools & Home Improvement,"['Tools & Home Improvement', 'Building Supplies', 'Building Materials', 'Doors', 'Garage Doors, Openers & Parts', 'Keypads & Remotes']",VIPAKE,3.9,8.0,16.89
B07H9FJ3XG,2023-03-13,Twisted X Nude Embossed Slip on Moccasin,Get your hands on a pair of these Twisted X found exclusively at Rod’s!,meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Loafers & Slip-Ons']",Twisted X,4.6,44.0,
B0BWPHRYDR,2023-02-23,Ultra Stainless Steel Jar For DuraMix mixer Grinders (0.8L),Original DuraMix Mixer Model Works with Only DuraMix Mixers Size: 0.8L Medium Jar Stainless steel high quality body.,meta_Home_and_Kitchen,Amazon Home,"['Home & Kitchen', 'Kitchen & Dining', 'Small Appliance Parts & Accessories', 'Blender Replacement Parts']",Generic,5.0,1.0,
B0BYKF1X81,2023-03-15,AC PRO Black Diamond AC Recharge Kit Avalanche Refrigerent Freon Self Sealing Can R-134a for MVAC Super Chill Formula 18oz with Digital Guage and Smart Clips (2 Pack),AC PRO Black Diamond Avalanche AC Recharge Kit for Car MVAC Refrigerent Self Sealing Can R-134a for MVAC Super Chill Formula 18oz with Digital Guage and Smart Clips,meta_Automotive,Automotive,"['Automotive', 'Tools & Equipment', 'Air Conditioning Tools & Equipment', 'Air Conditioning Line Repair Tools']",AC Pro,3.8,71.0,
B0C8TYXXR5,2023-06-21,Crocs Unisex-Adult Crocband Disney Clog,Crocs Unisex-Adult Crocband Disney Clog,meta_Clothing_Shoes_and_Jewelry,AMAZON FASHION,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Mules & Clogs']",Crocs,4.2,153.0,
B0C7BG4VHW,2023-06-07,Mens Running Shoes Light Comfort Walking Casual Sport Mesh Sneakers Work Gym Non Slip Tennis Cross Trainer,"Below it will help us choose right size for shoes, compare the chart size with your feet length carefully before ordering.Thank you! Size Chart: 6.5 D(M) US Men-Feet length: 9.64 Inches / EUR 39 7 D(M) US Men-Feet length: 9.84 Inches / EUR 40 8 D(M) US Men-Feet length: 10.04 Inches / EUR 41 8.5 D(M) US Men-Feet length: 10.24 Inches / EUR 42 9.5 D(M) US Men-Feet length: 10.43 Inches / EUR 43 10 D(M) US Men-Feet length: 10.63 Inches / EUR 44 11 D(M) US Men-Feet length: 10.84 Inches / EUR 45 12 D(M) US Men-Feet length: 11.05 Inches / EUR 46 13 D(M) US Men-Feet length: 11.22 Inches / EUR 47 14 D(M) US Men-Feet length: 11.41 Inches / EUR 48  If your foot is wider or fatter than the standard foot, we suggest that you consider increasing one size and order.",meta_Clothing_Shoes_and_Jewelry,,"['Clothing, Shoes & Jewelry', 'Men', 'Shoes', 'Athletic', 'Walking']",KDN,4.1,35.0,
B0BYZQ4KTG,2023-03-20,"JOYWA Spring Wreaths for Front Door,20'' Farmhouse Colorful Cottage Wreath Hanging Ornament, Durable and Stable Beautiful Artificial Wreath, Welcome Sign Festival Party Decoration","💐💐💐Handmade Farmhouse Colorful Cottage Wreath -Colorful Spring Summer Wreath, Artificial Flowers Door Wreath Decor with Flower Green Leaves for Front Door,Beautiful Artificial Wreath Wall Garden Wedding Decor This beautiful Colorful Spring Summer Wreath is sure to put a smile on the faces of your visitors, and it can be sent to you now! Material: Grapevine, silk flowers, plastic eucalyptus greneery, floral wire Size: 20”/17.7”/15.7”/13.7”/11.7”(optional） Package included: 1*Wreath Note: It is recommended this wreath be used in a covered area to protect it from the elements.",meta_Home_and_Kitchen,,"['Home & Kitchen', 'Home Décor Products', 'Home Décor Accents', 'Wreaths']",JOYWA,3.4,10.0,
